2026-04-11 15:30:23,381 | INFO | idea_generator | Generating 6 new video ideas
2026-04-12 14:56:13,809 | WARNING | llm_fallback | gemini-2.0-flash failed (429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\nPlease retry in 45.882468164s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_input_token_count', 'quotaId': 'GenerateContentInputTokensPerModelPerMinute-FreeTier', 'quotaDimensions': {'model': 'gemini-2.0-flash', 'location': 'global'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.0-flash', 'location': 'global'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.0-flash', 'location': 'global'}}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '45s'}]}})
2026-04-12 14:56:14,765 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-04-12 14:56:15,282 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent "HTTP/1.1 404 Not Found"
2026-04-12 14:56:15,283 | WARNING | llm_fallback | gemini-1.5-flash failed (404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}})
2026-04-12 14:56:16,337 | INFO | httpx | HTTP Request: POST https://api.deepseek.com/chat/completions "HTTP/1.1 402 Payment Required"
2026-04-12 14:56:16,340 | WARNING | llm_fallback | DeepSeek failed (Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}})
2026-04-12 14:56:16,341 | WARNING | llm_fallback | All LLM providers failed, using static-ideas fallback: No LLM provider succeeded.
2026-04-12 14:56:16,342 | INFO | idea_generator | Idea generation provider used: static-ideas
2026-04-12 14:56:16,343 | INFO | idea_generator | Generated 5 candidate ideas
2026-04-12 14:56:16,345 | INFO | idea_generator | Skipping duplicate idea: Why Most Gym Plans Fail by Day 7 1775985976
2026-04-12 14:56:16,346 | INFO | idea_generator | Skipping duplicate idea: 3 Exercises for Real Strength 1775985977
2026-04-12 14:56:16,347 | INFO | idea_generator | Skipping duplicate idea: The 1% Rule Beats Motivation 1775985978
2026-04-12 14:56:16,349 | INFO | idea_generator | Skipping duplicate idea: Why Your Progress Stalled 1775985979
2026-04-12 14:56:16,349 | INFO | idea_generator | Skipping duplicate idea: The Skinny Guy Muscle Mistake 1775985980
2026-04-12 14:56:16,352 | INFO | idea_generator | Saved 0 new ideas
2026-04-12 14:56:16,353 | WARNING | __main__ | Only 0 fresh ideas available for requested count=1
2026-04-12 14:56:16,356 | INFO | __main__ | Pipeline finished with 0 generated videos
2026-04-12 15:00:21,857 | INFO | tts | Synthesizing speech with Edge TTS fallback
2026-04-12 15:00:37,833 | INFO | video_generator | Creating vertical video at D:\youtube_videos\output\videos\20260412_093021_morning-yoga-for-stress-relief-कन-महततवपरण-छ.mp4
2026-04-12 15:00:39,760 | INFO | video_generator | Starting Veo video generation (may take a few minutes)...
2026-04-12 15:00:40,321 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/veo-3.1-generate-preview:predictLongRunning "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:00:40,322 | WARNING | video_generator | Veo generation failed, falling back: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. ', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}]}}
2026-04-12 15:00:40,322 | INFO | video_generator | Fetching video from Pexels for query: woman yoga breathing portrait
2026-04-12 15:00:41,273 | INFO | video_generator | Downloading Pexels video (res: 1080x2048)
2026-04-12 15:21:11,220 | INFO | __main__ | Finished content package for 'morning yoga for stress relief किन महत्त्वपूर्ण छ?'
2026-04-12 15:21:11,222 | INFO | __main__ | Pipeline finished with 1 generated videos
2026-04-12 15:36:18,964 | INFO | script_generator | Generating script for idea 'morning yoga for stress relief'
2026-04-12 15:36:20,973 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:36:20,974 | INFO | openai._base_client | Retrying request to /chat/completions in 0.376899 seconds
2026-04-12 15:36:21,726 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:36:21,727 | INFO | openai._base_client | Retrying request to /chat/completions in 0.830504 seconds
2026-04-12 15:36:23,021 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:36:23,025 | WARNING | llm_fallback | OpenAI failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}})
2026-04-12 15:36:24,841 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-04-12 15:36:25,480 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:36:25,481 | WARNING | llm_fallback | gemini-2.0-flash failed (429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash\nPlease retry in 34.180651709s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.0-flash', 'location': 'global'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_input_token_count', 'quotaId': 'GenerateContentInputTokensPerModelPerMinute-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '34s'}]}})
2026-04-12 15:36:26,404 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-04-12 15:36:27,015 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent "HTTP/1.1 404 Not Found"
2026-04-12 15:36:27,016 | WARNING | llm_fallback | gemini-1.5-flash failed (404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}})
2026-04-12 15:36:27,835 | INFO | httpx | HTTP Request: POST https://api.deepseek.com/chat/completions "HTTP/1.1 402 Payment Required"
2026-04-12 15:36:27,837 | WARNING | llm_fallback | DeepSeek failed (Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}})
2026-04-12 15:36:27,838 | WARNING | llm_fallback | All LLM providers failed, using template-script fallback: No LLM provider succeeded.
2026-04-12 15:36:27,839 | INFO | script_generator | Script generation provider used: template-script
2026-04-12 15:36:27,841 | INFO | tts | Synthesizing speech with Edge TTS fallback
2026-04-12 15:36:37,051 | INFO | subtitle_generator | Transcribing audio for subtitles: D:\youtube_videos\output\audio\20260412_100618_morning-yoga-for-stress-relief.mp3
2026-04-12 15:36:38,521 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/audio/transcriptions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:36:38,522 | INFO | openai._base_client | Retrying request to /audio/transcriptions in 0.414334 seconds
2026-04-12 15:36:39,506 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/audio/transcriptions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:36:39,507 | INFO | openai._base_client | Retrying request to /audio/transcriptions in 0.773968 seconds
2026-04-12 15:36:40,838 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/audio/transcriptions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:36:40,839 | WARNING | subtitle_generator | Whisper API failed, using heuristic text chunking fallback: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-12 15:36:40,863 | INFO | video_generator | Creating vertical video at D:\youtube_videos\output\videos\20260412_100618_morning-yoga-for-stress-relief.mp4
2026-04-12 15:36:41,917 | INFO | video_generator | Starting Veo video generation (may take a few minutes)...
2026-04-12 15:36:42,477 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/veo-3.1-generate-preview:predictLongRunning "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:36:42,479 | WARNING | video_generator | Veo generation failed, falling back: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. ', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}]}}
2026-04-12 15:36:42,479 | INFO | video_generator | Fetching video from Pexels for query: yoga posture healing vertical
2026-04-12 15:36:43,177 | INFO | video_generator | Downloading Pexels video (res: 1080x1920)
2026-04-12 15:47:43,653 | INFO | seo_generator | Generating SEO package
2026-04-12 15:47:44,898 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:47:44,899 | INFO | openai._base_client | Retrying request to /chat/completions in 0.415749 seconds
2026-04-12 15:47:45,921 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:47:45,921 | INFO | openai._base_client | Retrying request to /chat/completions in 0.891109 seconds
2026-04-12 15:47:47,184 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:47:47,185 | WARNING | llm_fallback | OpenAI failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}})
2026-04-12 15:47:48,082 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-04-12 15:47:48,343 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
2026-04-12 15:47:48,344 | WARNING | llm_fallback | gemini-2.0-flash failed (429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\nPlease retry in 11.332178272s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_input_token_count', 'quotaId': 'GenerateContentInputTokensPerModelPerMinute-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.0-flash', 'location': 'global'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.0-flash', 'location': 'global'}}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '11s'}]}})
2026-04-12 15:47:49,241 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-04-12 15:47:49,814 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent "HTTP/1.1 404 Not Found"
2026-04-12 15:47:49,817 | WARNING | llm_fallback | gemini-1.5-flash failed (404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}})
2026-04-12 15:47:50,657 | INFO | httpx | HTTP Request: POST https://api.deepseek.com/chat/completions "HTTP/1.1 402 Payment Required"
2026-04-12 15:47:50,658 | WARNING | llm_fallback | DeepSeek failed (Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}})
2026-04-12 15:47:50,658 | WARNING | llm_fallback | All LLM providers failed, using static-seo fallback: No LLM provider succeeded.
2026-04-12 15:47:50,658 | INFO | seo_generator | SEO generation provider used: static-seo
2026-04-12 15:47:50,659 | INFO | __main__ | Finished content package for 'morning yoga for stress relief'
2026-04-12 15:47:50,660 | INFO | __main__ | Pipeline finished with 1 generated videos
2026-06-13 01:27:25,738 | INFO | kids_idea_generator | Generating 1 kids story ideas (type=short)
2026-06-13 01:27:33,149 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-13 01:27:33,161 | INFO | kids_idea_generator | Generated 1 kids ideas
2026-06-13 01:27:33,162 | INFO | kids_story_generator | Generating kids story for 'Chintu Aur Chhupi Hui Zindagi' (type=short, scene_dur=4s)
2026-06-13 01:27:45,718 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-13 01:27:45,720 | INFO | kids_story_generator | Kids story generation provider: openai:gpt-4o-mini
2026-06-13 01:32:17,164 | INFO | kids_idea_generator | Generating 1 kids story ideas (type=short)
2026-06-13 01:32:23,006 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-13 01:32:23,042 | INFO | kids_idea_generator | Generated 1 kids ideas
2026-06-13 01:32:23,044 | INFO | kids_idea_generator | Saved 1 new kids ideas
2026-06-18 14:00:47,749 | INFO | kids_tts | [TTS] Veo mode → skipping TTS synthesis (Veo clips have own audio).
2026-06-18 14:06:45,935 | INFO | kids_tts | [TTS] Veo mode → skipping TTS (Veo clips have own audio).
2026-06-18 14:10:09,029 | INFO | kids_tts | [ElevenLabs] scene synthesized | chars: 48 | session total: 48 / ~10000 free
2026-06-19 23:25:45,639 | INFO | kids_story_generator | Generating story 'Eklavya Ki Mehnat Ki Kahani' (fmt=long, mode=images, scenes=6, dur=25s, char=Rohan)
2026-06-19 23:26:05,965 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-19 23:26:05,971 | INFO | kids_story_generator | Story generation provider: openai:gpt-4o-mini
2026-06-19 23:26:15,574 | INFO | kids_story_generator | Generating story 'Hanuman Ji Ki Shaktishali Kahani' (fmt=long, mode=images, scenes=6, dur=25s, char=Rohan)
2026-06-19 23:26:33,987 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-19 23:26:33,991 | INFO | kids_story_generator | Story generation provider: openai:gpt-4o-mini
2026-06-19 23:39:33,109 | INFO | kids_story_generator | Generating story 'Chintu Ka Naya School' (fmt=short, mode=images, scenes=5, dur=8s, char=Rohan)
2026-06-19 23:39:51,600 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-19 23:39:51,607 | INFO | kids_story_generator | Story generation provider: openai:gpt-4o-mini
2026-06-20 00:45:02,880 | INFO | kids_story_generator | Generating story 'Samay Ki Keemat' (fmt=short, mode=images, scenes=5, dur=8s, char=Rohan)
2026-06-20 00:45:14,716 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-20 00:45:14,727 | INFO | kids_story_generator | Story generation provider: openai:gpt-4o
2026-06-23 23:24:25,896 | INFO | fb_post_creator | 🎨 Creating Facebook post for topic: Chintu ne seekha ki dost ko dhoka nahi dete
2026-06-23 23:24:34,441 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:24:34,450 | INFO | fb_post_creator | ✅ Caption generated via openai:gpt-4o
2026-06-23 23:24:34,678 | INFO | fb_post_creator | 🖼️  Calling DALL-E 3 for image...
2026-06-23 23:24:35,460 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/images/generations "HTTP/1.1 400 Bad Request"
2026-06-23 23:24:35,462 | WARNING | fb_post_creator | DALL-E 3 image generation failed: Error code: 400 - {'error': {'message': "The model 'dall-e-3' does not exist.", 'type': 'image_generation_user_error', 'param': 'model', 'code': 'invalid_value'}}
2026-06-23 23:24:35,581 | INFO | fb_post_creator | ✅ Image saved → output\fb_content\posts\20260623_175425_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image.png
2026-06-23 23:30:29,121 | INFO | fb_post_creator | 🎨 Creating Facebook post for topic: Chintu ne seekha ki dost ko dhoka nahi dete
2026-06-23 23:30:36,933 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:30:36,939 | INFO | fb_post_creator | ✅ Caption generated via openai:gpt-4o
2026-06-23 23:30:37,233 | INFO | fb_post_creator | 🖼️  Trying OpenAI image model: gpt-image-1 ...
2026-06-23 23:31:18,403 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/images/generations "HTTP/1.1 200 OK"
2026-06-23 23:31:19,985 | INFO | fb_post_creator | Decoding base64 image from gpt-image-1 ...
2026-06-23 23:31:19,996 | INFO | fb_post_creator | ✅ Image saved via gpt-image-1 (base64)
2026-06-23 23:31:19,997 | INFO | fb_post_creator | ✅ Image saved → output\fb_content\posts\20260623_180029_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image.png
2026-06-23 23:34:33,443 | INFO | fb_post_creator | 🎨 Creating Facebook post for topic: Chintu ne seekha ki dost ko dhoka nahi dete
2026-06-23 23:34:40,183 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:34:40,199 | INFO | fb_post_creator | ✅ Caption generated via openai:gpt-4o
2026-06-23 23:34:40,849 | INFO | fb_post_creator | 🖼️  Trying OpenAI image model: gpt-image-1 ...
2026-06-23 23:35:18,531 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/images/generations "HTTP/1.1 200 OK"
2026-06-23 23:35:20,223 | INFO | fb_post_creator | Decoding base64 image from gpt-image-1 ...
2026-06-23 23:35:20,246 | INFO | fb_post_creator | ✅ Image saved via gpt-image-1 (base64)
2026-06-23 23:35:20,247 | INFO | fb_post_creator | ✅ Raw image saved → output\fb_content\posts\20260623_180433_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image_raw.png
2026-06-23 23:35:20,886 | INFO | fb_post_creator | ✅ Text overlay applied → output\fb_content\posts\20260623_180433_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image.png
2026-06-23 23:36:13,017 | INFO | fb_post_creator | 🎨 Creating Facebook post for topic: Chintu ne seekha ki dost ko dhoka nahi dete
2026-06-23 23:36:20,290 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:36:20,294 | INFO | fb_post_creator | ✅ Caption generated via openai:gpt-4o
2026-06-23 23:36:20,554 | INFO | fb_post_creator | 🖼️  Trying OpenAI image model: gpt-image-1 ...
2026-06-23 23:36:39,710 | INFO | fb_post_creator | 🎨 Creating Facebook post for topic: Chintu ne seekha ki dost ko dhoka nahi dete
2026-06-23 23:36:45,979 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:36:45,984 | INFO | fb_post_creator | ✅ Caption generated via openai:gpt-4o
2026-06-23 23:36:46,250 | INFO | fb_post_creator | 🖼️  Trying OpenAI image model: gpt-image-1 ...
2026-06-23 23:36:59,884 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/images/generations "HTTP/1.1 200 OK"
2026-06-23 23:37:01,762 | INFO | fb_post_creator | Decoding base64 image from gpt-image-1 ...
2026-06-23 23:37:01,771 | INFO | fb_post_creator | ✅ Image saved via gpt-image-1 (base64)
2026-06-23 23:37:01,772 | INFO | fb_post_creator | ✅ Raw image saved → output\fb_content\posts\20260623_180613_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image_raw.png
2026-06-23 23:37:01,950 | INFO | fb_post_creator | ✅ Text overlay applied → output\fb_content\posts\20260623_180613_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image.png
2026-06-23 23:37:27,728 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/images/generations "HTTP/1.1 200 OK"
2026-06-23 23:37:29,437 | INFO | fb_post_creator | Decoding base64 image from gpt-image-1 ...
2026-06-23 23:37:29,445 | INFO | fb_post_creator | ✅ Image saved via gpt-image-1 (base64)
2026-06-23 23:37:29,445 | INFO | fb_post_creator | ✅ Raw image saved → output\fb_content\posts\20260623_180639_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image_raw.png
2026-06-23 23:37:29,624 | INFO | fb_post_creator | ✅ Text overlay applied → output\fb_content\posts\20260623_180639_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image.png
2026-06-23 23:38:30,165 | INFO | fb_post_creator | 🎨 Creating Facebook post for topic: Chintu ne seekha ki dost ko dhoka nahi dete
2026-06-23 23:38:36,881 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:38:36,885 | INFO | fb_post_creator | ✅ Caption generated via openai:gpt-4o
2026-06-23 23:38:37,151 | INFO | fb_post_creator | 🖼️  Trying OpenAI image model: gpt-image-1 ...
2026-06-23 23:39:18,557 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/images/generations "HTTP/1.1 200 OK"
2026-06-23 23:39:20,516 | INFO | fb_post_creator | Decoding base64 image from gpt-image-1 ...
2026-06-23 23:39:20,558 | INFO | fb_post_creator | ✅ Image saved via gpt-image-1 (base64)
2026-06-23 23:39:20,558 | INFO | fb_post_creator | ✅ Raw image saved → output\fb_content\posts\20260623_180830_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image_raw.png
2026-06-23 23:39:20,766 | INFO | fb_post_creator | ✅ Text overlay applied → output\fb_content\posts\20260623_180830_chintu-ne-seekha-ki-dost-ko-dhoka-nahi-dete\image.png
2026-06-23 23:46:29,430 | INFO | fb_post_creator | 🎨 Creating Facebook post for topic: Nani Ki Kahani: Ek Tha Raja Ek Thi Rani — Seekh: Saccha raja daya se raaj karta hai, taaqat se nahi
2026-06-23 23:46:38,758 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:46:38,767 | INFO | fb_post_creator | ✅ Caption generated via openai:gpt-4o
2026-06-23 23:47:08,935 | INFO | fb_post_creator | 🎨 Creating Facebook post for topic: Krishna Aur Makhan Chor Ki Kahani — Seekh: Masoomiyat aur shararat mein hi saccha anand hai
2026-06-23 23:47:19,326 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:47:19,330 | INFO | fb_post_creator | ✅ Caption generated via openai:gpt-4o
2026-06-23 23:47:19,615 | INFO | fb_post_creator | 🖼️  Trying OpenAI image model: gpt-image-1 ...
2026-06-23 23:47:44,715 | INFO | fb_story_creator | 📱 Creating Facebook Story for topic: Story of the Value of Time — Seekh: समय की कीमत की कहानी ko hamesha yaad rakho.
2026-06-23 23:47:47,995 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-23 23:47:48,000 | INFO | fb_story_creator | ✅ Story hook generated via openai:gpt-4o
2026-06-23 23:47:48,230 | INFO | fb_story_creator | Story card saved: output\fb_content\stories\20260623_181744_story-of-the-value-of-time-seekh-समय-क-कमत-क-कहन-ko-hamesha-\story_card.png
2026-06-23 23:47:48,233 | INFO | fb_story_creator | ✅ Story card saved → output\fb_content\stories\20260623_181744_story-of-the-value-of-time-seekh-समय-क-कमत-क-कहन-ko-hamesha-\story_card.png
2026-06-23 23:47:59,888 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/images/generations "HTTP/1.1 200 OK"
2026-06-23 23:48:01,368 | INFO | fb_post_creator | Decoding base64 image from gpt-image-1 ...
2026-06-23 23:48:01,398 | INFO | fb_post_creator | ✅ Image saved via gpt-image-1 (base64)
